,sentiment
2498,negative
2499,positive
2500,negative
2501,positive
2502,positive
2503,positive
2504,negative
2505,positive
2506,negative
2507,negative
2508,negative
2509,positive
2510,negative
2511,positive
2512,positive
2513,positive
2514,negative
2515,negative
2516,positive
2517,positive
2518,negative
2519,negative
2520,negative
2521,negative
2522,negative
2523,negative
2524,negative
2525,positive
2526,negative
2527,negative
2528,positive
2529,negative
2530,positive
2531,negative
2532,negative
2533,positive
2534,positive
2535,negative
2536,negative
2537,negative
2538,negative
2539,positive
2540,negative
2541,positive
2542,negative
2543,negative
2544,negative
2545,positive
2546,positive
2547,positive
2548,positive
2549,positive
2550,positive
2551,positive
2552,positive
2553,negative
2554,negative
2555,positive
2556,negative
2557,negative
2558,negative
2559,negative
2560,positive
2561,negative
2562,positive
2563,negative
2564,negative
2565,positive
2566,positive
2567,positive
2568,positive
2569,positive
2570,positive
2571,positive
2572,negative
2573,negative
2574,positive
2575,negative
2576,negative
2577,negative
2578,negative
2579,negative
2580,positive
2581,negative
2582,positive
2583,negative
2584,negative
2585,negative
2586,negative
2587,negative
2588,negative
2589,negative
2590,positive
2591,positive
2592,negative
2593,positive
2594,negative
2595,positive
2596,negative
2597,positive
2598,positive
2599,negative
2600,negative
2601,negative
2602,positive
2603,negative
2604,positive
2605,positive
2606,negative
2607,positive
2608,negative
2609,positive
2610,positive
2611,negative
2612,positive
2613,negative
2614,negative
2615,positive
2616,negative
2617,positive
2618,positive
2619,positive
2620,negative
2621,positive
2622,positive
2623,negative
2624,positive
2625,positive
2626,positive
2627,positive
2628,negative
2629,negative
2630,positive
2631,negative
2632,negative
2633,positive
2634,positive
2635,positive
2636,negative
2637,negative
2638,negative
2639,positive
2640,negative
2641,positive
2642,positive
2643,positive
2644,negative
2645,positive
2646,negative
2647,positive
2648,negative
2649,negative
2650,negative
2651,positive
2652,negative
2653,negative
2654,negative
2655,negative
2656,negative
2657,positive
2658,positive
2659,negative
2660,negative
2661,positive
2662,positive
2663,negative
2664,positive
2665,negative
2666,positive
2667,negative
2668,positive
2669,positive
2670,negative
2671,negative
2672,positive
2673,positive
2674,positive
2675,negative
2676,positive
2677,negative
2678,negative
2679,positive
2680,negative
2681,negative
2682,positive
2683,positive
2684,negative
2685,negative
2686,negative
2687,positive
2688,negative
2689,negative
2690,positive
2691,negative
2692,negative
2693,negative
2694,positive
2695,negative
2696,positive
2697,positive
2698,negative
2699,negative
2700,negative
2701,positive
2702,positive
2703,negative
2704,positive
2705,positive
2706,negative
2707,negative
2708,positive
2709,negative
2710,negative
2711,negative
2712,negative
2713,negative
2714,positive
2715,positive
2716,negative
2717,positive
2718,negative
2719,negative
2720,positive
2721,negative
2722,positive
2723,negative
2724,negative
2725,negative
2726,negative
2727,positive
2728,positive
2729,positive
2730,positive
2731,negative
2732,positive
2733,positive
2734,negative
2735,positive
2736,positive
2737,positive
2738,negative
2739,negative
2740,positive
2741,positive
2742,positive
2743,negative
2744,positive
2745,positive
2746,positive
2747,negative
2748,positive
2749,negative
2750,negative
2751,positive
2752,positive
2753,negative
2754,positive
2755,negative
2756,negative
2757,negative
2758,negative
2759,negative
2760,positive
2761,negative
2762,negative
2763,positive
2764,negative
2765,positive
2766,negative
2767,negative
2768,positive
2769,positive
2770,negative
2771,negative
2772,positive
2773,positive
2774,negative
2775,positive
2776,negative
2777,negative
2778,negative
2779,positive
2780,negative
2781,positive
2782,negative
2783,positive
2784,negative
2785,negative
2786,positive
2787,negative
2788,positive
2789,positive
2790,negative
2791,negative
2792,negative
2793,negative
2794,positive
2795,positive
2796,negative
2797,positive
2798,positive
2799,positive
2800,positive
2801,negative
2802,positive
2803,negative
2804,negative
2805,positive
2806,positive
2807,negative
2808,positive
2809,negative
2810,negative
2811,positive
2812,negative
2813,positive
2814,negative
2815,negative
2816,negative
2817,positive
2818,negative
2819,positive
2820,positive
2821,negative
2822,positive
2823,positive
2824,negative
2825,negative
2826,positive
2827,negative
2828,positive
2829,positive
2830,positive
2831,positive
2832,negative
2833,negative
2834,negative
2835,positive
2836,negative
2837,positive
2838,negative
2839,negative
2840,negative
2841,negative
2842,positive
2843,negative
2844,positive
2845,negative
2846,negative
2847,positive
2848,negative
2849,negative
2850,positive
2851,positive
2852,negative
2853,positive
2854,negative
2855,negative
2856,negative
2857,positive
2858,negative
2859,negative
2860,positive
2861,positive
2862,negative
2863,negative
2864,negative
2865,negative
2866,positive
2867,positive
2868,positive
2869,positive
2870,negative
2871,negative
2872,negative
2873,negative
2874,negative
2875,negative
2876,negative
2877,positive
2878,positive
2879,negative
2880,positive
2881,negative
2882,negative
2883,positive
2884,positive
2885,negative
2886,positive
2887,negative
2888,positive
2889,positive
2890,negative
2891,positive
2892,positive
2893,positive
2894,positive
2895,positive
2896,negative
2897,positive
2898,positive
2899,positive
2900,negative
2901,positive
2902,negative
2903,positive
2904,positive
2905,negative
2906,positive
2907,negative
2908,positive
2909,negative
2910,negative
2911,positive
2912,positive
2913,positive
2914,positive
2915,negative
2916,positive
2917,positive
2918,negative
2919,positive
2920,negative
2921,positive
2922,positive
2923,positive
2924,negative
2925,negative
2926,negative
2927,negative
2928,positive
2929,positive
2930,positive
2931,negative
2932,negative
2933,positive
2934,positive
2935,positive
2936,negative
2937,positive
2938,positive
2939,negative
2940,positive
2941,positive
2942,negative
2943,positive
2944,positive
2945,negative
2946,positive
2947,negative
2948,negative
2949,positive
2950,positive
2951,negative
2952,positive
2953,positive
2954,positive
2955,negative
2956,negative
2957,positive
2958,negative
2959,negative
2960,negative
2961,negative
2962,positive
2963,negative
2964,positive
2965,positive
2966,negative
2967,negative
2968,positive
2969,positive
2970,positive
2971,positive
2972,negative
2973,positive
2974,positive
2975,negative
2976,negative
2977,positive
2978,positive
2979,negative
2980,positive
2981,positive
2982,negative
2983,negative
2984,negative
2985,positive
2986,positive
2987,positive
2988,negative
2989,positive
2990,negative
2991,negative
2992,negative
2993,negative
2994,positive
2995,positive
2996,negative
2997,positive
2998,negative
2999,negative
3000,negative
3001,negative
3002,positive
3003,negative
3004,positive
3005,positive
3006,positive
3007,negative
3008,negative
3009,positive
3010,negative
3011,negative
3012,negative
3013,positive
3014,negative
3015,negative
3016,positive
3017,positive
3018,positive
3019,negative
3020,negative
3021,negative
3022,negative
3023,positive
3024,positive
3025,negative
3026,negative
3027,positive
3028,positive
3029,positive
3030,positive
3031,positive
3032,negative
3033,negative
3034,positive
3035,negative
3036,positive
3037,negative
3038,positive
3039,negative
3040,negative
3041,positive
3042,negative
3043,negative
3044,negative
3045,positive
3046,negative
3047,positive
3048,positive
3049,negative
3050,negative
3051,positive
3052,negative
3053,negative
3054,negative
3055,positive
3056,negative
3057,positive
3058,negative
3059,negative
3060,positive
3061,positive
3062,positive
3063,negative
3064,positive
3065,positive
3066,positive
3067,negative
3068,negative
3069,positive
3070,negative
3071,negative
3072,positive
3073,positive
3074,positive
3075,positive
3076,positive
3077,negative
3078,negative
3079,positive
3080,negative
3081,positive
3082,positive
3083,positive
3084,negative
3085,positive
3086,positive
3087,positive
3088,negative
3089,positive
3090,positive
3091,positive
3092,positive
3093,negative
3094,positive
3095,positive
3096,positive
3097,positive
3098,positive
3099,positive
3100,positive
3101,negative
3102,negative
3103,negative
3104,negative
3105,positive
3106,negative
3107,negative
3108,positive
3109,negative
3110,negative
3111,negative
3112,positive
3113,negative
3114,negative
3115,positive
3116,negative
3117,positive
3118,positive
3119,positive
3120,positive
3121,negative
3122,negative
3123,positive
3124,negative
3125,negative
3126,negative
3127,positive
3128,positive
3129,positive
3130,positive
3131,positive
3132,negative
3133,negative
3134,negative
3135,negative
3136,positive
3137,negative
3138,positive
3139,negative
3140,positive
3141,positive
3142,positive
3143,positive
3144,negative
3145,positive
3146,negative
3147,negative
3148,positive
3149,negative
3150,negative
3151,positive
3152,positive
3153,negative
3154,negative
3155,negative
3156,negative
3157,positive
3158,negative
3159,negative
3160,negative
3161,positive
3162,negative
3163,negative
3164,positive
3165,positive
3166,positive
3167,positive
3168,positive
3169,positive
3170,negative
3171,negative
3172,negative
3173,positive
3174,negative
3175,positive
3176,negative
3177,positive
3178,negative
3179,negative
3180,positive
3181,negative
3182,negative
3183,positive
3184,negative
3185,positive
3186,positive
3187,positive
3188,negative
3189,negative
3190,positive
3191,positive
3192,positive
3193,negative
3194,positive
3195,positive
3196,positive
3197,negative
3198,negative
3199,positive
3200,positive
3201,negative
3202,positive
3203,positive
3204,negative
3205,negative
3206,negative
3207,negative
3208,negative
3209,positive
3210,negative
3211,positive
3212,positive
3213,positive
3214,negative
3215,negative
3216,negative
3217,negative
3218,positive
3219,negative
3220,negative
3221,negative
3222,negative
3223,negative
3224,negative
3225,negative
3226,negative
3227,negative
3228,negative
3229,positive
3230,negative
3231,positive
3232,negative
3233,negative
3234,positive
3235,negative
3236,negative
3237,positive
3238,positive
3239,positive
3240,negative
3241,positive
3242,positive
3243,negative
3244,negative
3245,negative
3246,positive
3247,negative
3248,positive
3249,negative
3250,positive
3251,negative
3252,negative
3253,positive
3254,positive
3255,negative
3256,negative
3257,positive
3258,positive
3259,positive
3260,negative
3261,positive
3262,negative
3263,negative
3264,negative
3265,positive
3266,negative
3267,negative
3268,negative
3269,positive
3270,negative
3271,positive
3272,negative
3273,positive
3274,positive
3275,negative
3276,positive
3277,negative
3278,negative
3279,negative
3280,negative
3281,negative
3282,positive
3283,positive
3284,negative
3285,negative
3286,positive
3287,positive
3288,positive
3289,negative
3290,positive
3291,positive
3292,negative
